timestamp, name, pci.bus_id, driver_version, pstate, pcie.link.gen.max, pcie.link.gen.current, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/03/06 09:54:53.833, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:54:54.834, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:54:55.834, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:54:56.835, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:54:57.836, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:54:58.837, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:54:59.838, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 7 %, 0 %, 11264 MiB, 10101 MiB, 909 MiB
2023/03/06 09:55:00.838, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 42 %, 2 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:55:01.839, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:55:02.840, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:55:03.841, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:55:04.842, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:55:05.842, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:55:06.843, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:55:07.844, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:55:08.845, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:55:09.846, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:55:10.847, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:55:11.848, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:55:12.849, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10155 MiB, 855 MiB
2023/03/06 09:55:13.849, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 5 %, 0 %, 11264 MiB, 10117 MiB, 893 MiB
2023/03/06 09:55:14.850, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 34 %, 1 %, 11264 MiB, 9995 MiB, 1015 MiB
2023/03/06 09:55:15.851, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 10 %, 1 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:16.852, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:17.853, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:18.854, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:19.854, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:20.855, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:21.856, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:22.857, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:23.858, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:24.859, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:25.860, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:26.861, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:27.861, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10009 MiB, 1001 MiB
2023/03/06 09:55:28.862, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 5 %, 0 %, 11264 MiB, 10115 MiB, 895 MiB
2023/03/06 09:55:29.863, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 43 %, 2 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:30.864, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:31.865, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:32.866, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:33.867, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:34.867, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:35.868, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:36.869, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:37.870, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:38.871, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:39.871, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:40.872, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:41.873, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:42.874, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10115 MiB, 895 MiB
2023/03/06 09:55:43.875, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 24 %, 1 %, 11264 MiB, 9993 MiB, 1017 MiB
2023/03/06 09:55:44.876, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 26 %, 1 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:45.876, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:46.877, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:47.878, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:48.879, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:49.880, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:50.881, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:51.882, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:52.882, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:53.883, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:54.884, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:55.885, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:56.885, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:55:57.886, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10115 MiB, 895 MiB
2023/03/06 09:55:58.887, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 24 %, 1 %, 11264 MiB, 9993 MiB, 1017 MiB
2023/03/06 09:55:59.888, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 26 %, 1 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:56:00.889, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:56:01.890, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:56:02.890, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:56:03.891, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:56:04.892, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:56:05.893, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:56:06.894, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:56:07.895, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:56:08.895, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:56:09.896, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:56:10.897, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:56:11.898, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10153 MiB, 857 MiB
2023/03/06 09:56:12.898, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10115 MiB, 895 MiB
2023/03/06 09:56:13.899, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 26 %, 1 %, 11264 MiB, 9993 MiB, 1017 MiB
2023/03/06 09:56:14.900, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 23 %, 1 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:15.901, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:16.902, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:17.903, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:18.904, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:19.905, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:20.905, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:21.906, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:22.907, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:23.908, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:24.909, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:25.909, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:26.910, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:27.911, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10007 MiB, 1003 MiB
2023/03/06 09:56:28.912, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 15 %, 1 %, 11264 MiB, 10113 MiB, 897 MiB
2023/03/06 09:56:29.912, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 33 %, 2 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:30.913, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:31.914, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:32.915, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:33.916, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:34.917, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:35.917, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:36.918, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:37.919, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:38.920, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:39.921, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:40.921, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:41.922, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 54, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:42.923, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10005 MiB, 1005 MiB
2023/03/06 09:56:43.924, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 5 %, 0 %, 11264 MiB, 10113 MiB, 897 MiB
2023/03/06 09:56:44.925, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 45 %, 2 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:45.925, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 56, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:46.926, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:47.927, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:48.928, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:49.929, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:50.930, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
2023/03/06 09:56:51.931, NVIDIA GeForce RTX 2080 Ti, 00000000:18:00.0, 525.60.13, P2, 3, 3, 55, 0 %, 0 %, 11264 MiB, 10151 MiB, 859 MiB
